name,latin_name,temperature,length,location,food,kryjowka_info,breeding_info
Skalar – Żaglowiec, Pterophyllum scalare ,24 - 30°C,15 cm,Ameryka Płd.,umiarkowane,"<p>Ze względu na ich wdzięk i dostojność, estetyka wyglądu zbiornika zwykle nie jest tak istotna, gdyż same skupiają dużą uwagę obserwatora. <strong>Głównym czynnikiem branym pod uwagę przy zakładaniu akwarium powinno być miejsce.</strong> Akwaria 100 cm można wykorzystać co najwyżej jako zbiorniki tarliskowe. Dla dwóch par zaleca się min. 120 cm długości akwarium, dla większej grupy min. 150 cm. Ważna jest również wysokość zbiornika, która w przypadku <em>P. scalare</em> powinna wynosić min. 50 cm. Jako podłoże najlepiej stosować miękki drobnoziarnisty piasek. Unikać należy podłoży zatwardzających wodę np. piasku koralowego i tych o większej gradacji. Skalary lubią przebierać podłoże i łatwo mogą się zadławić większymi kamyczkami. Do dekoracji można użyć suchego drewna, powykręcanych gałęzi i korzeni, tak aby zapewnić im wystarczającą ilość kryjówek. W siedliskach naturalnych <em>P. scalare</em> przeważają jednak rośliny z rodzaju <em>Echinodorus</em>. W naturze żyją w wolno płynących, przejrzystych wodach. Dlatego też, w akwarium przepływ wody nie powinien być zbyt mocny, zaleca się stosowanie filtrów zewnętrznych z długimi deszczowniami, dzięki czemu unikniemy gwałtownego wyrzucania wody. Dobrze będą się czuły w wodzie miękkiej z pH w przedziale 6.0-7.4 i temperaturze 24-28°C.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,10 - 15 lat"
Skalar altum – Żaglowiec wysoki, Pterophyllum altum ,27 - 31°C,18 cm,Ameryka Płd.,umiarkowane,"<p>Wymagają min. 120 cm długości akwarium dla dobranej pary i min. 150 cm dla grupy oraz wysokości min. 60 cm. Obecnie kiedy zbiorniki biotopowe są na topie, niektórzy hodowcy twierdzą, że to jedyny słuszna droga przy urządzeniu mieszkania dla skalarów wysokich. Podłoże powinno być miękkie, piaszczyste i drobnoziarniste. Ryby lubią je przebierać, a większymi kamyczkami mogą się łatwo zadławić. W przeciwieństwie do <em>P. scalare</em>, altumy lepiej czują się w otoczeniu korzeni niż roślin. Do dekoracji można użyć suchego drewna, korzeni i powykręcanych gałęzi, a także suchych liści. Rośliny w siedliskach naturalnych również występują, ale w mniejszych ilościach. Należy także pamiętać o pozostawieniu rybom przestrzeni do pływania.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,bardzo trudna,Pokarm: ,mrożony,, ,żywy,Długość życia: ,10 - 15 lat"
Skrzeczyk karłowaty, Trichopsis pumila ,22 - 28°C,3.5 - 4 cm,Azja,"mrożony,suchy,żywy","<p>Dla pary lub haremu odpowiednie będzie już ok. 40 litrowe akwarium, najlepiej częściowo obficie obsadzone roślinnością z dużą ilością miejsc zacienionych. Dobrym wyborem będą rośliny łodygowe i pływające. Sprawdzą się również Kryptokoryny. Do dekoracji można użyć kawałków suchego drewna, na których mogą rosnąć Mikrozoria lub mchy. W zbiorniku można umieścić również suche liście, które zapewnią dodatkowe schronienie, będą uwalniać do wody pożądane związki humusowe, a także będą alternatywnym źródłem pokarmu dla narybku.</p>","Żerowanie: ,przy tafli wody,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Paletka – Dyskowiec, Symphysodon aequifasciatus ,26 - 30°C,20 cm,Ameryka Płd.,"mrożony,roślinny,suchy,żywy","<p>Paletki muszą mieć przestronne, możliwie wysokie akwarium, o wymiarach co najmniej 120x40x50cm i gęsto obsadzone roślinami. Są rybami bardzo nieśmiałymi, niezbędne jest zapewnienie dużej ilości kryjówek. Do dekoracji najlepiej użyć korzeni, konarów między którymi ryby lubią przebywać w środowisku naturalnym.  Wymagają wody najwyższej jakości, miękkiej i kwaśnej o pH 6.0-6.5. Ph musi być kontrolowane i stałe. Stężenie azotanów nie powinno przekraczać 20mg/l. Wskazane jest filtrowanie wody przez torf. Woda musi być podmieniana co najmniej raz w tygodniu w ilości 20% – 30%. Młode dyskowce wymagają częstszych podmian, minimum 30% co drugi dzień, najlepiej jednak dokonywać podmian codziennie.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,6 - 10 lat"
Sum indyjski – Długowąs azjatycki, Heteropneustes fossilis ,21 - 25°C,25 - 30 cm,Azja,umiarkowane,"<p>Ze względu na osiągane rozmiary <strong>potrzebują dużej przestrzeni do pływania.</strong> Ważniejsza jest wielkość powierzchni dna niż wysokość zbiornika. Wymagają miękkiego, piaszczystego podłoża oraz licznych kryjówek. Do dekoracji akwarium można użyć suchych korzeni, kory, gałęzi i liści. Według uznania odpowiednie będą też plastikowe rurki czy donice. Ze względu na możliwość wyjścia z akwarium konieczna jest szczelna pokrywa i nieco obniżony poziom wody. Oświetlenie i rośliny nie są konieczne, ale można np. zostawić jedną słabo oświetloną część zbiornika i obsadzić wytrzymałymi, twardymi roślinami.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,trudna,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,12 - 18 lat"
Niebiański Danio perłowy – Razbora galaxy, Danio margaritatus ,22  -  27°C,2.5 cm,Azja,umiarkowane,"<p>Minimalna wielkość akwarium to 30 litrów, ale ze względu na dużą ruchliwość i zalecenia trzymania w dużej grupie, preferowany większy zbiornik. Rybki te uwielbiają gęsto porośnięte akwaria z licznymi kryjówkami, najlepiej z ciemnym podłożem oraz pozostawioną wolną przestrzenią do pływania. Wzrost roślinności wymaga odpowiedniego oświetlenia, początkowo musi być częściowo stłumione np. roślinami pływającymi. Z czasem w cieniu bujnej gęstwiny będą czuły się jak w domu. Ruch wody nie powinien być zbyt silny.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3  -  5 lat"
Otosek przyujściowy, Otocinclus macrospilus ,21 - 27°C,3.5 cm,Ameryka Płd.,"glony,mrożony,roślinny,suchy,żywy","<p>Otoski przyujściowe należy trzymać w akwarium o pojemności co najmniej 30 l, gęsto porośniętym roślinami, z odpowiednio dobranym oświetleniem żeby zapewnić dostateczny przyrost glonów. Te sumiki lubią także liczne kryjówki i drobnoziarniste podłoże. <strong>Najlepiej czują się w wodzie miękkiej</strong>. Należy pamiętać, że są to rybki stadne, zalecane przez hodowców minimum to 6 sztuk. Otoski można trzymać z rybami o niewielkich rozmiarach, spokojnym usposobieniu i podobnych wymaganiach środowiskowych np. <a title=""Kirysek Pigmej"" href=""https://rybyakwariowe.eu/ryba-akwariowa/kirysek-pigmej-pigmejski/"">małe kiryski</a>, <a title=""Pielęgnicowate"" href=""https://rybyakwariowe.eu/pielegnice-paletki-pyszczaki"">pielęgnice</a>.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Pielęgnica cytrynowa, Amphilophus citrinellus ,22 - 28°C,25 - 35 cm,Ameryka Śr.,"glony,mrożony,roślinny,ślimaki,suchy,żywy","<p>Już jeden dorosły osobnik pielęgnicy cytrynowej wymaga dość przestronnego akwarium, dla którego <strong>zalecane minimum to 240 l</strong>. Jeżeli chcemy trzymać parę zbiornik powinien być przynajmniej dwukrotnie większy. Do dekoracji można użyć większych kamieni, drewna i dużych doniczek, które posłużą jako miejsce do odbycia tarła. Dekoracje muszą być na tyle ciężkie aby ryba nie mogła ich przesuwać. Ryby te są w stanie zniszczyć grzałkę lub wlot/wylot filtra, dlatego trzeba je odpowiednio zabezpieczyć a najlepiej ukryć za ścianą z dekoracji skalnej lub za tłem strukturalnym. Pielęgnice cytrynowe produkują bardzo dużo nieczystości. W akwarium konieczna jest wydajna filtracja oraz ciężka pokrywa. Woda musi być dobrze natleniona więc można rozważyć dodatkowe kamienie napowietrzające. Wymagane są też regularne cotygodniowe podmiany.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,ślimaki,, ,suchy,, ,żywy,Długość życia: ,10 - 12 lat"
Pielęgnica diamentowa – Salvini, Cichlasoma salvini ,22 - 32°C,18 cm,Ameryka Śr.,"mrożony,suchy,żywy","<p>Sugerowany rozmiar akwarium dla pojedynczego osobnika to ok. 180 litrów, dla pary dwukrotnie większe. Rybom należy zapewnić kryjówki z korzeni i kamieni oraz otwartą przestrzeń do pływania. Podłoże najlepiej piaszczyste. Roślinny korzystnie działają korzystnie na ich wybarwienie oraz temperament. Nie mają tendencji do ich wykopywania i zjadania.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,10 - 13 lat"
Pielęgnica managuańska, Parachromis managuensis ,24 - 28°C,40 cm,Ameryka Śr.,"mrożony,suchy,żywy","<p>Pokaźnych rozmiarów i aktywne ryby potrzebują dużego akwarium. Dla jednego osobnika niezbędne będzie min. 400 l zbiornik, dla pary zaleca się 700 l. Wskazane są dekoracje skalne i kryjówki, ale wystrój powinien być oszczędny i dobrze zabezpieczony (lub umieszczony na zewnątrz np. w sumpie), z pozostawioną dużą przestrzenią do pływania. Tylko duże kamienie i korzenie nie będą przesuwane po całym zbiorniku. Grzałkę i termometr najlepiej dodatkowo zabezpieczyć. Lepiej się czują i prezentują przy słabszym oświetleniu oraz ciemnym piaszczystym podłożu.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,15 lat"
Pielęgnica Meeka, horichthys meeki ,21 - 26°C,13 cm,Ameryka Śr.,"mrożony,roślinny,suchy,żywy","<p>Parę dorosłych pielęgnic meeka najlepiej trzymać w min 114 litrowym akwarium, z piaszczystym podłożem oraz dekoracjami z korzeni i kamieni, tworzącymi liczne zakamarki i groty. Wymagają doskonałej jakości wody. Niezbędny wydajny filtr biologiczny i cotygodniowe podmiany wody (15-20%). Ryby przekopują podłoże. Do obsadzenia najlepiej użyć wytrzymałych, szerokolistnych roślin przyczepianych do dekoracji. Tolerują wodę słonawą do 1.0002 SG (specific gravity).</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,15 lat"
Pielęgnica miodowa, Archocentrus multispinosus ,22 - 28°C,10 - 17 cm,Ameryka Śr.,"glony,mrożony,roślinny,suchy,żywy","<p>Dla dorosłej pary pielęgnic miodowych odpowiednie będzie ok. 100 litrowe akwarium, z miękkim podłożem, licznymi kryjówkami z korzeni i kamieni, niezbyt mocno oświetlone. Dobrze czują się także w akwariach roślinnych. Raczej nie niszczą w nich roślin, ale lepiej umieszczać te bardziej wytrzymałe, rosnące przyczepione do dekoracji. Prąd wody nie powinien być zbyt silny.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,7 - 9 lat"
Pielęgnica nikaraguańska, Hypsophrys nicaraguensis ,23 - 28°C,25 cm,Ameryka Śr.,"mrożony,ślimaki,suchy,żywy","<p>Dla pary zaleca się min. 240 l akwarium, z wiekiem preferowane jednak większe. Wymagają piaszczystego podłoża, które chętnie przekopują oraz kryjówek z korzeni i kamieni. Elementy wystroju powinny być umieszczone bezpośrednio na dnie zbiornika. W czasie tarła mają upodobanie do zjadania delikatnych liści roślin. Rośliny mogą być dodane, ale tylko te wytrzymałe, które rosną przyczepione do dekoracji np. Anubiasy czy paprocie.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,ślimaki,, ,suchy,, ,żywy,Długość życia: ,10 - 15 lat"
Pielęgnica niebieskołuska – plamista, Rocio octofasciata ,22 - 30°C,15 - 20 cm,Ameryka Płd.,"mrożony,roślinny,suchy,żywy","<p>Dla pary dorosłych pielęgnic zaleca się akwarium o podstawie min. 120×45 cm, najlepiej z miękkim, piaszczystym podłożem i słabym oświetleniem. W akwarium należy umieścić jeden lub dwa płaskie, gładkie kamienie na których ryby składają ikrę. Dekoracje z drewna i powykręcanych korzeni nadadzą zbiornikowi bardziej naturalnego wyglądu. Z roślin powinniśmy wybierać pływające i te które rosną przyczepione na dekoracjach – pielęgnice uwielbiają przekopywać podłoże.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 - 15 lat"
Pielęgnica papuzia, Parrot Cichlid ,23 - 29°C,15 - 24 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Młode mogą być trzymane w ok 114 litrowym akwarium. Dla dorosłych osobników zalecany jest ponad 200 litrowy zbiornik, z niezbyt jaskrawym oświetleniem i ciemnym piaszczystym podłożem. Do dekoracji można użyć korzeni i kamieni, między którymi ryby znajdą schronienie, pamiętając o pozostawieniu większej ilości miejsca do pływania. Nie wykazują zainteresowania roślinnością ale uwielbiają przekopywać podłoże. Do obsadzenia zbiornika najlepiej wybierać silne rośliny o dużych liściach przyczepione do dekoracji.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 - 15 lat"
Prętnik Karłowaty, Trichogaster lalius ,22 - 27°C,7.5 cm,Azja,"mrożony,suchy,żywy","<p>Dla pary Prętników wystarczy akwarium ok 54 litrowe, gęsto obsadzone roślinnością, z dużą ilością kryjówek i miejsc zaciemnionych. Samica musi mieć w czasie godów schronienie przed natarczywym samcem. Umieszczając w zbiorniku suche liście, gałęzie i konary drzew oddamy bardziej naturalny charakter środowiska ryb. Nie powinno również zabraknąć roślin pływających, wśród których ryby budują gniazda. W skąpych aranżacjach Prętniki karłowate będą nieśmiałe i zestresowane, chowając się przed naszym wzrokiem. W naturze żyją w wodzie miękkiej w akwariach mogą przebywać w wodzie średnio-twardej. Prąd wody nie powinien być zbyt silny.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 - 5 lat"
Płaskobok tępogłowy – ozdobny, Metynnis hypsauchen ,24 - 28°C,15 cm,Ameryka Płd.,"mrożony,roślinny,suchy,żywy","<p><strong>Wymagają przestronnego długiego akwarium</strong>. Dla grupy płaskoboków odpowiedni będzie ok. 260 litrowy zbiornik. W naturze zamieszkują rzeki z obfitą roślinnością. Ze względu na ich roślinożerność, trudno odwzorować takie warunki w sztucznym środowisku. Nawet twarde, wytrzymałe rośliny będą co jakiś czas wymagały wymiany na nowe. W zastępstwie, do dekoracji można użyć sztucznych roślin, które obecnie coraz bardziej przypominają z wyglądu te prawdziwe. Płaskoboki są dość nerwowymi rybami, dlatego<strong> światło nie powinno być zbyt silne</strong>, a zacienione obszary dodadzą im śmiałości.</p>","Żerowanie: ,przy tafli wody,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Półdziobek karłowaty, Dermogenys pusilla ,24 - 28°C,7 cm,Azja,"mrożony,roślinny,suchy,żywy","<p>Przy wyborze akwarium dla Półdziobka karłowatego większe znaczenie ma rozmiar jego powierzchni aniżeli jego głębokość. Duże znaczenie ma również roślinność. W zbiorniku powinno się znaleźć dużo roślin rosnących blisko tafli wody. Najczęściej właśnie tam ryby żerują i pływają. Warto gęsto obsadzić boczne ściany akwarium, które nieco zminimalizują ryzyko uszkodzenia ich delikatnych pyszczków. Półdziobki są doskonałymi skoczkami, dlatego dobrze jest zastosować pokrywę. Dekorację poniżej górnej części akwarium są dla nich mniej istotne.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,żyworodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,2 - 4 lat"
Pielęgnica pawiooka – Oskar, Astronotus ocellatus ,21 - 28°C,25 - 35 cm,Ameryka Śr.,umiarkowane,"<p>Pielęgnica pawiooka wymaga akwarium ok 400l. Jeżeli chcemy trzymać parę musi być odpowiednio większe 500-600l. Trzymane w towarzystwie innych ryb wymagają zbiorników od 1000 l. Pielęgnice lubią piaszczyste podłoże i dekoracje z kamieni i korzeni. Dekoracje w akwarium powinny być solidnie umocowane, a rośliny – wyłącznie o mocnych liściach – sadzone w pojemnikach. Rybom należy zapewnić wydajną filtrację i cotygodniowe podmiany wody, najlepiej w ilości 50%. Mogą być trzymane w towarzystwie dużych ryb np. sumów, zbrojników, bocji i innych pielęgnic.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,9 - 13 lat"
Prętnik trójbarwny – miodowy, Trichogaster chuna ,22 - 27°C,4.5 - 5.5 cm,Azja,"mrożony,suchy,żywy","<p>Dla haremu prętników trójbarwnych wystarczy 54 l. akwarium, niezbyt mocno oświetlone, gęsto obsadzone roślinami, również tymi pływającymi. Do dekoracji można użyć drewna morskiego, korzeni czy kamieni. Suche liście np. buku, dębu lub ketapangu nie tylko zapewnią rybkom dodatkowego schronienia ale również będą doskonałym źródłem pokarmu dla narybku – są bardzo dobrym siedliskiem dla mikroorganizmów.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 - 5 lat"
Proporczykowiec Gardnera, Fundulopanchax gardneri gardneri ,23 - 26°C,6.5 cm,Afryka,"mrożony,suchy,żywy","<p>Dla haremu składającego się z samca i 2 samiczek wystarczy akwarium 30 litrowe, gęsto obsadzone roślinami, z ciemnym podłożem (najlepiej torfowym) oraz kryjówkami z korzeni i kamieni. Światło należy stłumić roślinnością pływającą. Woda w miarę możliwości przefiltrowana przez torf. Proporczykowce Gardnera najlepiej trzymać w haremach z łagodnymi rybami pływającymi w innych partiach wody np. kiryskami (panda, pstry), pielęgniczkami, zbrojnikami. Samce bywają bardzo agresywne wobec siebie. Więcej niż jednego samca można trzymać jedynie w odpowiednio dużym akwarium. Na samca powinny przypadać 2-3 samice. Ryby mogą wyskakiwać dlatego niezbędna jest pokrywa.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,2 - 3 lat"
Proporczykowiec z Kap Lopez, Aphyosemion australe ,21 - 32°C,6 cm,Afryka,"mrożony,suchy,żywy","<p>Dla jednej pary lub haremu wystarczy akwarium ok 30 l o wymiarach co najmniej 45x25x25 cm. Zbiornik z ciemnym podłożem, powinien być gęsto obsadzony roślinami, również pływającymi, które ograniczą ilość światła dochodzącego do zbiornika. Woda najlepiej miękka do średnio-twardej. Proporczykowce są dobrymi skoczkami tak więc niezbędna jest pokrywa. Filtr w akwarium powinien wytwarzać łagodny prąd wody. Są to bardzo pokojowe i nieśmiałe ryby, które będą przeganiane przez żwawsze czy większe gatunki. Mogą być trzymane w towarzyskim akwarium z małymi łagodnymi rybami jak np. <a title=""Bystrzyk Czerwony – Tetra Czerwona"" href=""https://rybyakwariowe.eu/ryba-akwariowa/bystrzyk-czerwony-tetra-czerwona/"" target=""_blank"">bystrzyk</a>, <a title=""Neon Innesa"" href=""https://rybyakwariowe.eu/ryba-akwariowa/neon-innesa-neonki-inessa/"" target=""_blank"">neon</a>, <a title=""Razbora Galaxy – Niebiański Danio Perłowy"" href=""https://rybyakwariowe.eu/ryba-akwariowa/razbora-galaxy-niebianski-danio-perlowy/"" target=""_blank"">razbora</a>, <a title=""Kirysek Panda"" href=""https://rybyakwariowe.eu/ryba-akwariowa/kirysek-panda/"" target=""_blank"">kirysek</a>, <a title=""Pielęgniczka Ramireza"" href=""https://rybyakwariowe.eu/ryba-akwariowa/pielegniczka-ramireza-pielegnica/"" target=""_blank"">pielęgnica</a>.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 lata"
Prystelka Barwna, Pristella maxillaris ,22 - 28°C,4 cm,Ameryka Płd.,"mrożony,roślinny,suchy,żywy","<p>Stadko Prystelek wymaga akwarium o wymiarach co najmniej 60x30x30cm, miejscami gęsto obsadzonym roślinami, z rozległą przestrzenią do pływania. Rybki najatrakcyjniej prezentują się w zbiorniku z przyćmionym oświetleniem i ciemnym podłożem. Mogą być trzymane w akwarium towarzyskim z mniejszymi, spokojnymi gatunkami np. pielęgniczkami, kiryskami, zbrojnikami, drobnoustkami, tetrami, brzankami i innymi kąsaczowatymi.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,4 - 5 lat"
Pyszczak hełmiasty, Cyphotilapia frontosa ,23 - 27°C,30 cm,Afryka,"glony,mrożony,ślimaki,suchy,żywy","<p>Pojedynczy, dorosły osobnik wymaga co najmniej 250 litrowego akwarium. <strong>Preferowane trzymanie kilku sztuk w 500 l lub większym zbiorniku</strong>. Do dekoracji można użyć skał różnych wielkości, ułożonych tak aby tworzyły jak najwięcej kryjówek, jednocześnie zachowując przestrzeń do pływania. Jako podłoże najlepiej sprawdzi się piasek, który pyszczaki hełmiaste chętnie przekopują. Dlatego też, kamienie nie mogą być położone bezpośrednio na piasku. Do imitacji grot skalnych można zastosować również donice.</p>","Żerowanie: ,przy dnie,, ,przy tafli wody,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,ślimaki,, ,suchy,, ,żywy,Długość życia: ,15 - 25 lat"
Pyszczak Hongi, Labidochromis hongi ,23 - 28°C,12 cm,Malawi,"glony,roślinny","<p>Dla samca i 3 samic zalecane jest min. 180 litrowe akwarium, z dekoracjami skalnymi i piaszczystym lub żwirowym podłożem. Ryby te lubią przekopywać dno, dlatego też rośliny można umieścić, ale tylko te wytrzymałe o twardych liściach, które będą rosły przyczepione do dekoracji.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,roślinny,Długość życia: ,10 lat"
Pielęgnica Sajica, Cryptoheros sajica ,24 - 29°C,13 cm,Ameryka Śr.,"glony,mrożony,roślinny,suchy,żywy","<p>Dla pary zaleca się co najmniej 100 litrowe akwarium, z piaszczystym lub żwirowatym podłożem, częściowo obsadzone roślinami, udekorowane korzeniami lub większymi kamieniami. Rośliny powinny być przymocowane do dekoracji, inaczej mogą być podkopywane. Pielęgnice Sajica tolerują szerokie zakresy parametrów wody. Należy im jednak zapewnić wydajną filtrację i cotygodniowe podmiany wody.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Pielęgnica perłowa, Herichthys cyanoguttatus ,20 - 33°C,30 cm,Ameryka Śr.,"mrożony,suchy,żywy","<p>Ze względu na osiągany rozmiar wymaga przestronnego akwarium. Dla jednej ryby zupełnym minimum powinien być ok. 250 litrowy zbiornik, a dla pary dwukrotnie większy. Nie należy zbyt dużej wagi przykładać do urządzania i dekorowania akwarium. Pielęgnica perłowa uwielbia przekopywać podłoże. Należy zapewnić jej ok. 5-8 cm warstwę podłoża. Rośliny prędzej czy później wykopie. Ma także skłonność do ich skubania i jedzenia. Do dekoracji możemy użyć większych korzeni i gładkich kamieni, które mogą posłużyć jej jako miejsca do tarła.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,15 lat"
Pielęgnica Uaru, Uaru amphiacanthoides ,26 - 28°C,25 - 30 cm,Ameryka Płd.,umiarkowane,"<p>Dla pary zaleca się min. 300 litrowy zbiornik, preferowany 500 l i większy. Jego dekoracja najlepiej aby oddawała ich naturalne środowisko: na dnie miękki piasek, kilka kawałków drewna i płaskie kamienie, które mogą być wybrane przez ryby do złożenia jaj. Pominąć należy rośliny, gdyż prędzej czy później zostaną skonsumowane. Oświetlenie nie powinno być zbyt jaskrawe. Prąd wody musi być wystarczająco silny aby przefiltrować całą pojemność akwarium przynajmniej kilka razy w ciągu godziny. Akwarium powinno być odpowiednio przykryte, aby zapobiec ich wyskakiwaniu, przestraszone mogą z łatwością rozbić nawet cienkie szkło.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,trudna,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,8 - 12 lat"
Pielęgnica severum, Heros efasciatus ,22 - 29°C,25 cm,Ameryka Płd.,"mrożony,roślinny,suchy,żywy","<p>Dla dorosłej pary<strong> wymagane minimum 240 litrowe akwarium</strong> a jeżeli chcemy trzymać je z innymi rybami potrzebny nam będzie przynajmniej dwa razy większy zbiornik. Podłoże najlepiej piaszczyste. W akwarium powinny się znaleźć dekoracje z gładkich kamieni, korzeni oraz roślin, które niestety są również przysmakiem pielęgnic severum i prędzej czy później zostaną zjedzone. Wytrzymać powinny wybrane gatunki np. Anacharis, Cabomba, Hornwort. Wymagana wydajna filtracja mechaniczna i biologiczna. Woda kwaśna i miękka. Intensywne oświetlenie nie stanowi problemu ale pamiętać należy o zapewnieniu kilku zacienionych obszarów (pływające rośliny, jaskinie skalne).</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pielęgnica wielobarwna, Paraneetroplus synspilus ,24 - 30°C,35 cm,Ameryka Śr.,"glony,mrożony,roślinny,suchy,żywy","<p>Ze względu na to, że samiec w okresie rozrodu wykazuje się dużą agresją to dla pary niezbędny będzie obszerny min. 240l zbiornik. Pielęgnice wielobarwne jako podłoże preferują piasek, chętnie i często w nim kopią, zmieniając co jakiś czas wystrój akwarium. Wymagają dużej ilości kryjówek, można je np. stworzyć przy pomocy kamieni, drewna morskiego, korzeni oraz doniczek i rur PCV. Rośliny nie są wskazane, a jeżeli już to tylko te wytrzymałe i sadzone w donicach. Przy tak dużych rybach niezbędna będzie wydajna filtracja, ale wytwarzająca niezbyt silny prąd wody. W siedliskach naturalnych zamieszkują spokojne rzeki i wody stojące. Zaleca się, też regularne, cotygodniowe podmiany wody.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pielęgnica zebra, Amatitlania nigrofasciata ,24 - 28°C,15 cm,Ameryka Śr.,"glony,mrożony,roślinny,suchy,żywy","<p>Dla jednej pary pielęgnic wskazane akwarium o wymiarach 90x30x30 cm, chociaż bywają z sukcesami trzymane i rozmnażane w mniejszych zbiorkach. Jeżeli chcemy trzymać więcej pielęgnic lub razem z innymi gatunkami to będzie potrzebne odpowiednio większe lokum.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
